Timestamp,Sender,Receiver,MessageType,Severity,Distance,Success
00:02.5,5,1,NEARBY_COLLISION,MEDIUM,39.77,True
00:02.5,8,1,NEARBY_COLLISION,MEDIUM,19.70,True
00:02.6,5,8,COLLISION_WARNING,MEDIUM,19.73,True
00:02.6,8,5,COLLISION_WARNING,MEDIUM,19.73,True
00:02.6,5,1,NEARBY_COLLISION,MEDIUM,39.07,True
00:02.6,8,1,NEARBY_COLLISION,MEDIUM,19.61,True
00:02.7,5,8,COLLISION_WARNING,MEDIUM,19.18,True
00:02.7,8,5,COLLISION_WARNING,MEDIUM,19.18,True
00:02.7,5,1,NEARBY_COLLISION,MEDIUM,38.34,True
00:02.7,8,1,NEARBY_COLLISION,MEDIUM,19.52,True
00:02.7,8,6,NEARBY_COLLISION,MEDIUM,99.70,True
00:02.8,5,8,COLLISION_WARNING,MEDIUM,18.57,True
00:02.8,8,5,COLLISION_WARNING,MEDIUM,18.57,True
00:02.8,5,1,NEARBY_COLLISION,MEDIUM,37.50,True
00:02.8,8,1,NEARBY_COLLISION,MEDIUM,19.41,True
00:02.8,8,6,NEARBY_COLLISION,MEDIUM,99.06,True
00:02.9,5,8,COLLISION_WARNING,HIGH,18.05,True
00:02.9,8,5,COLLISION_WARNING,HIGH,18.05,True
00:02.9,5,1,NEARBY_COLLISION,HIGH,36.70,True
00:02.9,8,1,NEARBY_COLLISION,HIGH,19.28,True
00:02.9,8,6,NEARBY_COLLISION,HIGH,98.34,True
00:03.0,5,8,COLLISION_WARNING,HIGH,17.61,True
00:03.0,8,5,COLLISION_WARNING,HIGH,17.61,True
00:03.0,5,1,NEARBY_COLLISION,HIGH,35.96,True
00:03.0,8,1,NEARBY_COLLISION,HIGH,19.15,True
00:03.0,8,6,NEARBY_COLLISION,HIGH,97.60,True
00:03.1,5,8,COLLISION_WARNING,HIGH,17.26,True
00:03.1,8,5,COLLISION_WARNING,HIGH,17.26,False
00:03.1,5,1,NEARBY_COLLISION,HIGH,35.27,True
00:03.1,8,1,NEARBY_COLLISION,HIGH,19.00,True
00:03.1,8,6,NEARBY_COLLISION,HIGH,96.88,True
00:03.2,5,8,COLLISION_WARNING,HIGH,16.99,False
00:03.2,8,5,COLLISION_WARNING,HIGH,16.99,True
00:03.2,5,1,NEARBY_COLLISION,HIGH,34.63,True
00:03.2,8,1,NEARBY_COLLISION,HIGH,18.84,True
00:03.2,8,6,NEARBY_COLLISION,HIGH,96.15,True
00:03.3,11,16,COLLISION_WARNING,MEDIUM,29.67,True
00:03.3,16,11,COLLISION_WARNING,MEDIUM,29.67,True
00:03.3,5,8,COLLISION_WARNING,HIGH,16.77,True
00:03.3,8,5,COLLISION_WARNING,HIGH,16.77,True
00:03.3,5,1,NEARBY_COLLISION,HIGH,33.99,True
00:03.3,8,1,NEARBY_COLLISION,HIGH,18.66,True
00:03.3,8,6,NEARBY_COLLISION,HIGH,95.40,False
00:03.4,11,16,COLLISION_WARNING,MEDIUM,28.00,True
00:03.4,16,11,COLLISION_WARNING,MEDIUM,28.00,True
00:03.4,5,8,COLLISION_WARNING,HIGH,16.61,True
00:03.4,8,5,COLLISION_WARNING,HIGH,16.61,True
00:03.4,5,1,NEARBY_COLLISION,HIGH,33.36,True
00:03.4,8,1,NEARBY_COLLISION,HIGH,18.47,True
00:03.4,8,6,NEARBY_COLLISION,HIGH,94.64,True
00:03.5,11,16,COLLISION_WARNING,MEDIUM,26.30,True
00:03.5,16,11,COLLISION_WARNING,MEDIUM,26.30,True
00:03.6,11,16,COLLISION_WARNING,MEDIUM,24.56,True
00:03.6,16,11,COLLISION_WARNING,MEDIUM,24.56,True
00:03.7,11,16,COLLISION_WARNING,MEDIUM,22.79,True
00:03.7,16,11,COLLISION_WARNING,MEDIUM,22.79,True
00:03.8,11,16,COLLISION_WARNING,MEDIUM,21.00,True
00:03.8,16,11,COLLISION_WARNING,MEDIUM,21.00,True
00:03.9,11,16,COLLISION_WARNING,MEDIUM,19.20,True
00:03.9,16,11,COLLISION_WARNING,MEDIUM,19.20,True
00:04.0,11,16,COLLISION_WARNING,HIGH,17.38,True
00:04.0,16,11,COLLISION_WARNING,HIGH,17.38,True
00:04.1,11,16,COLLISION_WARNING,HIGH,15.53,True
00:04.1,16,11,COLLISION_WARNING,HIGH,15.53,True
00:04.2,11,16,COLLISION_WARNING,HIGH,13.68,True
00:04.2,16,11,COLLISION_WARNING,HIGH,13.68,True
00:04.2,11,16,COLLISION_WARNING,HIGH,11.83,True
00:04.2,16,11,COLLISION_WARNING,HIGH,11.83,True
00:04.4,11,16,COLLISION_WARNING,HIGH,9.99,True
00:04.4,16,11,COLLISION_WARNING,HIGH,9.99,True
00:04.5,11,16,COLLISION_WARNING,HIGH,8.23,True
00:04.5,16,11,COLLISION_WARNING,HIGH,8.23,True
00:04.6,11,16,COLLISION_WARNING,HIGH,6.55,False
00:04.6,16,11,COLLISION_WARNING,HIGH,6.55,True
00:04.7,11,16,COLLISION_WARNING,HIGH,5.01,True
00:04.7,16,11,COLLISION_WARNING,HIGH,5.01,True
00:04.8,11,16,COLLISION_WARNING,HIGH,3.79,True
00:04.8,16,11,COLLISION_WARNING,HIGH,3.79,True
00:04.9,11,16,COLLISION_WARNING,HIGH,3.21,True
00:04.9,16,11,COLLISION_WARNING,HIGH,3.21,True
00:05.0,0,2,COLLISION_WARNING,MEDIUM,28.82,True
00:05.0,2,0,COLLISION_WARNING,MEDIUM,28.82,True
00:05.0,1,8,COLLISION_WARNING,LOW,12.83,True
00:05.0,8,1,COLLISION_WARNING,LOW,12.83,True
00:05.0,1,5,NEARBY_COLLISION,LOW,32.31,True
00:05.0,8,5,NEARBY_COLLISION,LOW,24.22,True
00:05.0,1,6,NEARBY_COLLISION,LOW,80.83,True
00:05.0,8,6,NEARBY_COLLISION,LOW,80.86,True
00:05.1,0,2,COLLISION_WARNING,MEDIUM,27.06,True
00:05.1,2,0,COLLISION_WARNING,MEDIUM,27.06,True
00:05.1,1,8,COLLISION_WARNING,LOW,12.17,True
00:05.1,8,1,COLLISION_WARNING,LOW,12.17,True
00:05.1,1,5,NEARBY_COLLISION,LOW,32.83,True
00:05.1,8,5,NEARBY_COLLISION,LOW,25.04,True
00:05.1,1,6,NEARBY_COLLISION,LOW,79.69,True
00:05.1,8,6,NEARBY_COLLISION,LOW,80.09,True
00:05.2,0,2,COLLISION_WARNING,MEDIUM,25.39,True
00:05.2,2,0,COLLISION_WARNING,MEDIUM,25.39,True
00:05.2,1,8,COLLISION_WARNING,MEDIUM,11.44,True
00:05.2,8,1,COLLISION_WARNING,MEDIUM,11.44,True
00:05.2,1,5,NEARBY_COLLISION,MEDIUM,33.40,True
00:05.2,8,5,NEARBY_COLLISION,MEDIUM,25.97,True
00:05.2,1,6,NEARBY_COLLISION,MEDIUM,78.53,True
00:05.2,8,6,NEARBY_COLLISION,MEDIUM,79.24,True
00:05.3,0,2,COLLISION_WARNING,MEDIUM,23.80,True
00:05.3,2,0,COLLISION_WARNING,MEDIUM,23.80,True
00:05.3,1,8,COLLISION_WARNING,MEDIUM,10.73,False
00:05.3,8,1,COLLISION_WARNING,MEDIUM,10.73,True
00:05.3,1,5,NEARBY_COLLISION,MEDIUM,34.02,True
00:05.3,8,5,NEARBY_COLLISION,MEDIUM,26.92,True
00:05.3,1,6,NEARBY_COLLISION,MEDIUM,77.37,True
00:05.3,8,6,NEARBY_COLLISION,MEDIUM,78.38,True
00:05.4,0,2,COLLISION_WARNING,MEDIUM,22.31,True
00:05.4,2,0,COLLISION_WARNING,MEDIUM,22.31,True
00:05.4,1,8,COLLISION_WARNING,MEDIUM,10.05,True
00:05.4,8,1,COLLISION_WARNING,MEDIUM,10.05,True
00:05.4,1,5,NEARBY_COLLISION,MEDIUM,34.70,True
00:05.4,8,5,NEARBY_COLLISION,MEDIUM,27.88,True
00:05.4,1,6,NEARBY_COLLISION,MEDIUM,76.18,True
00:05.4,8,6,NEARBY_COLLISION,MEDIUM,77.51,True
00:05.5,0,2,COLLISION_WARNING,MEDIUM,20.91,True
00:05.5,2,0,COLLISION_WARNING,MEDIUM,20.91,True
00:05.5,1,8,COLLISION_WARNING,HIGH,9.38,True
00:05.5,8,1,COLLISION_WARNING,HIGH,9.38,True
00:05.5,1,5,NEARBY_COLLISION,HIGH,35.43,True
00:05.5,8,5,NEARBY_COLLISION,HIGH,28.90,True
00:05.5,1,6,NEARBY_COLLISION,HIGH,74.99,True
00:05.5,8,6,NEARBY_COLLISION,HIGH,76.59,True
00:05.6,0,2,COLLISION_WARNING,MEDIUM,19.60,True
00:05.6,2,0,COLLISION_WARNING,MEDIUM,19.60,True
00:05.6,1,8,COLLISION_WARNING,HIGH,8.60,True
00:05.6,8,1,COLLISION_WARNING,HIGH,8.60,True
00:05.6,1,5,NEARBY_COLLISION,HIGH,36.19,True
00:05.6,8,5,NEARBY_COLLISION,HIGH,30.09,True
00:05.6,1,6,NEARBY_COLLISION,HIGH,73.77,True
00:05.6,8,6,NEARBY_COLLISION,HIGH,75.51,True
00:05.7,0,2,COLLISION_WARNING,MEDIUM,18.38,True
00:05.7,2,0,COLLISION_WARNING,MEDIUM,18.38,True
00:05.7,1,8,COLLISION_WARNING,HIGH,7.81,True
00:05.7,8,1,COLLISION_WARNING,HIGH,7.81,True
00:05.7,1,5,NEARBY_COLLISION,HIGH,36.98,True
00:05.7,8,5,NEARBY_COLLISION,HIGH,31.30,False
00:05.7,1,6,NEARBY_COLLISION,HIGH,72.54,True
00:05.7,8,6,NEARBY_COLLISION,HIGH,74.41,True
00:05.8,0,2,COLLISION_WARNING,MEDIUM,17.25,True
00:05.8,2,0,COLLISION_WARNING,MEDIUM,17.25,True
00:05.8,1,8,COLLISION_WARNING,HIGH,7.00,True
00:05.8,8,1,COLLISION_WARNING,HIGH,7.00,True
00:05.8,1,5,NEARBY_COLLISION,HIGH,37.78,True
00:05.8,8,5,NEARBY_COLLISION,HIGH,32.51,True
00:05.8,1,6,NEARBY_COLLISION,HIGH,71.29,True
00:05.8,8,6,NEARBY_COLLISION,HIGH,73.31,True
00:05.9,0,2,COLLISION_WARNING,MEDIUM,16.21,True
00:05.9,2,0,COLLISION_WARNING,MEDIUM,16.21,False
00:05.9,1,8,COLLISION_WARNING,HIGH,6.17,True
00:05.9,8,1,COLLISION_WARNING,HIGH,6.17,True
00:05.9,1,5,NEARBY_COLLISION,HIGH,38.61,True
00:05.9,8,5,NEARBY_COLLISION,HIGH,33.72,True
00:05.9,1,6,NEARBY_COLLISION,HIGH,70.01,True
00:05.9,8,6,NEARBY_COLLISION,HIGH,72.18,True
00:06.0,0,2,COLLISION_WARNING,MEDIUM,15.26,True
00:06.0,2,0,COLLISION_WARNING,MEDIUM,15.26,True
00:06.0,1,8,COLLISION_WARNING,HIGH,5.35,True
00:06.0,8,1,COLLISION_WARNING,HIGH,5.35,True
00:06.0,1,5,NEARBY_COLLISION,HIGH,39.45,True
00:06.0,8,5,NEARBY_COLLISION,HIGH,34.95,True
00:06.0,1,6,NEARBY_COLLISION,HIGH,68.70,True
00:06.0,8,6,NEARBY_COLLISION,HIGH,71.05,True
00:06.1,0,2,COLLISION_WARNING,MEDIUM,14.39,True
00:06.1,2,0,COLLISION_WARNING,MEDIUM,14.39,True
00:06.1,1,8,COLLISION_WARNING,HIGH,4.57,False
00:06.1,8,1,COLLISION_WARNING,HIGH,4.57,True
00:06.1,1,5,NEARBY_COLLISION,HIGH,40.30,True
00:06.1,8,5,NEARBY_COLLISION,HIGH,36.19,True
00:06.1,1,6,NEARBY_COLLISION,HIGH,67.37,True
00:06.1,8,6,NEARBY_COLLISION,HIGH,69.90,True
00:06.2,0,2,COLLISION_WARNING,MEDIUM,13.57,True
00:06.2,2,0,COLLISION_WARNING,MEDIUM,13.57,True
00:06.2,1,8,COLLISION_WARNING,HIGH,3.88,False
00:06.2,8,1,COLLISION_WARNING,HIGH,3.88,True
00:06.2,1,5,NEARBY_COLLISION,HIGH,41.17,True
00:06.2,8,5,NEARBY_COLLISION,HIGH,37.43,True
00:06.2,1,6,NEARBY_COLLISION,HIGH,66.03,True
00:06.2,8,6,NEARBY_COLLISION,HIGH,68.75,True
00:06.3,0,2,COLLISION_WARNING,MEDIUM,12.79,True
00:06.3,2,0,COLLISION_WARNING,MEDIUM,12.79,True
00:06.3,1,8,COLLISION_WARNING,HIGH,3.38,True
00:06.3,8,1,COLLISION_WARNING,HIGH,3.38,True
00:06.3,1,5,NEARBY_COLLISION,HIGH,42.06,True
00:06.3,8,5,NEARBY_COLLISION,HIGH,38.68,True
00:06.3,1,6,NEARBY_COLLISION,HIGH,64.67,True
00:06.3,8,6,NEARBY_COLLISION,HIGH,67.60,True
00:06.4,0,2,COLLISION_WARNING,MEDIUM,12.06,True
00:06.4,2,0,COLLISION_WARNING,MEDIUM,12.06,True
00:06.5,0,2,COLLISION_WARNING,MEDIUM,11.38,True
00:06.5,2,0,COLLISION_WARNING,MEDIUM,11.38,True
00:06.6,0,2,COLLISION_WARNING,MEDIUM,10.74,True
00:06.6,2,0,COLLISION_WARNING,MEDIUM,10.74,True
00:06.7,0,2,COLLISION_WARNING,MEDIUM,10.14,True
00:06.7,2,0,COLLISION_WARNING,MEDIUM,10.14,True
00:06.8,0,2,COLLISION_WARNING,MEDIUM,9.55,True
00:06.8,2,0,COLLISION_WARNING,MEDIUM,9.55,True
00:06.9,0,2,COLLISION_WARNING,MEDIUM,8.96,True
00:06.9,2,0,COLLISION_WARNING,MEDIUM,8.96,True
00:06.9,2,4,NEARBY_COLLISION,MEDIUM,99.91,True
00:07.0,0,2,COLLISION_WARNING,MEDIUM,8.44,True
00:07.0,2,0,COLLISION_WARNING,MEDIUM,8.44,True
00:07.0,2,4,NEARBY_COLLISION,MEDIUM,99.29,True
00:07.1,0,2,COLLISION_WARNING,MEDIUM,8.06,False
00:07.1,2,0,COLLISION_WARNING,MEDIUM,8.06,True
00:07.1,2,4,NEARBY_COLLISION,MEDIUM,98.56,False
00:07.2,0,2,COLLISION_WARNING,HIGH,7.71,True
00:07.2,2,0,COLLISION_WARNING,HIGH,7.71,True
00:07.2,2,4,NEARBY_COLLISION,HIGH,97.86,True
00:07.3,0,2,COLLISION_WARNING,HIGH,7.46,True
00:07.3,2,0,COLLISION_WARNING,HIGH,7.46,True
00:07.3,2,4,NEARBY_COLLISION,HIGH,97.17,True
00:07.4,0,2,COLLISION_WARNING,HIGH,7.52,True
00:07.4,2,0,COLLISION_WARNING,HIGH,7.52,True
00:07.4,2,4,NEARBY_COLLISION,HIGH,96.36,True
00:07.5,0,2,COLLISION_WARNING,HIGH,7.63,True
00:07.5,2,0,COLLISION_WARNING,HIGH,7.63,True
00:07.5,0,4,NEARBY_COLLISION,HIGH,99.99,True
00:07.5,2,4,NEARBY_COLLISION,HIGH,95.58,True
00:07.6,0,2,COLLISION_WARNING,HIGH,7.80,True
00:07.6,2,0,COLLISION_WARNING,HIGH,7.80,True
00:07.6,0,4,NEARBY_COLLISION,HIGH,99.89,True
00:07.6,2,4,NEARBY_COLLISION,HIGH,94.81,True
00:07.7,17,9,COLLISION_WARNING,MEDIUM,28.73,True
00:07.7,9,17,COLLISION_WARNING,MEDIUM,28.73,True
00:07.7,17,10,NEARBY_COLLISION,MEDIUM,63.09,True
00:07.7,9,10,NEARBY_COLLISION,MEDIUM,34.55,True
00:07.7,17,15,NEARBY_COLLISION,MEDIUM,98.93,True
00:07.7,9,15,NEARBY_COLLISION,MEDIUM,70.32,True
00:07.7,17,16,NEARBY_COLLISION,MEDIUM,97.45,True
00:07.8,17,9,COLLISION_WARNING,MEDIUM,26.51,True
00:07.8,9,17,COLLISION_WARNING,MEDIUM,26.51,True
00:07.8,17,10,NEARBY_COLLISION,MEDIUM,61.32,True
00:07.8,9,10,NEARBY_COLLISION,MEDIUM,35.04,True
00:07.8,17,15,NEARBY_COLLISION,MEDIUM,96.60,True
00:07.8,9,15,NEARBY_COLLISION,MEDIUM,70.23,True
00:07.8,17,16,NEARBY_COLLISION,MEDIUM,97.21,True
00:07.9,17,9,COLLISION_WARNING,MEDIUM,24.27,True
00:07.9,9,17,COLLISION_WARNING,MEDIUM,24.27,True
00:07.9,17,10,NEARBY_COLLISION,MEDIUM,59.64,True
00:07.9,9,10,NEARBY_COLLISION,MEDIUM,35.67,True
00:07.9,17,15,NEARBY_COLLISION,MEDIUM,94.25,True
00:07.9,9,15,NEARBY_COLLISION,MEDIUM,70.13,True
00:07.9,17,16,NEARBY_COLLISION,MEDIUM,97.03,True
00:08.0,17,9,COLLISION_WARNING,HIGH,22.02,True
00:08.0,9,17,COLLISION_WARNING,HIGH,22.02,True
00:08.0,17,10,NEARBY_COLLISION,HIGH,58.11,True
00:08.0,9,10,NEARBY_COLLISION,HIGH,36.47,True
00:08.0,17,15,NEARBY_COLLISION,HIGH,91.89,True
00:08.0,9,15,NEARBY_COLLISION,HIGH,70.04,True
00:08.0,17,16,NEARBY_COLLISION,HIGH,96.90,True
00:08.0,17,9,COLLISION_WARNING,HIGH,19.75,True
00:08.0,9,17,COLLISION_WARNING,HIGH,19.75,True
00:08.0,17,10,NEARBY_COLLISION,HIGH,56.56,True
00:08.0,9,10,NEARBY_COLLISION,HIGH,37.28,True
00:08.0,17,15,NEARBY_COLLISION,HIGH,89.50,True
00:08.0,9,15,NEARBY_COLLISION,HIGH,69.95,True
00:08.0,17,16,NEARBY_COLLISION,HIGH,96.82,True
00:08.2,17,9,COLLISION_WARNING,HIGH,17.47,True
00:08.2,9,17,COLLISION_WARNING,HIGH,17.47,True
00:08.2,17,10,NEARBY_COLLISION,HIGH,55.00,True
00:08.2,9,10,NEARBY_COLLISION,HIGH,38.10,True
00:08.2,17,15,NEARBY_COLLISION,HIGH,87.10,True
00:08.2,9,15,NEARBY_COLLISION,HIGH,69.86,True
00:08.2,17,16,NEARBY_COLLISION,HIGH,96.80,True
00:08.3,17,9,COLLISION_WARNING,HIGH,15.19,True
00:08.3,9,17,COLLISION_WARNING,HIGH,15.19,True
00:08.3,17,10,NEARBY_COLLISION,HIGH,53.69,True
00:08.3,9,10,NEARBY_COLLISION,HIGH,39.19,True
00:08.3,17,15,NEARBY_COLLISION,HIGH,84.67,True
00:08.3,9,15,NEARBY_COLLISION,HIGH,69.76,True
00:08.3,17,16,NEARBY_COLLISION,HIGH,96.84,True
00:08.4,17,9,COLLISION_WARNING,HIGH,12.90,True
00:08.4,9,17,COLLISION_WARNING,HIGH,12.90,True
00:08.4,17,10,NEARBY_COLLISION,HIGH,52.45,True
00:08.4,9,10,NEARBY_COLLISION,HIGH,40.37,True
00:08.4,17,15,NEARBY_COLLISION,HIGH,82.23,False
00:08.4,9,15,NEARBY_COLLISION,HIGH,69.67,True
00:08.4,17,16,NEARBY_COLLISION,HIGH,96.93,True
00:08.5,10,15,COLLISION_WARNING,MEDIUM,29.58,True
00:08.5,15,10,COLLISION_WARNING,MEDIUM,29.58,True
00:08.5,10,11,NEARBY_COLLISION,MEDIUM,93.03,True
00:08.5,10,17,NEARBY_COLLISION,MEDIUM,51.22,True
00:08.5,15,17,NEARBY_COLLISION,MEDIUM,79.78,True
00:08.5,10,9,NEARBY_COLLISION,MEDIUM,41.57,True
00:08.5,15,9,NEARBY_COLLISION,MEDIUM,69.58,True
00:08.5,17,9,COLLISION_WARNING,HIGH,10.63,False
00:08.5,9,17,COLLISION_WARNING,HIGH,10.63,True
00:08.5,17,10,NEARBY_COLLISION,HIGH,51.22,True
00:08.5,9,10,NEARBY_COLLISION,HIGH,41.57,True
00:08.5,17,15,NEARBY_COLLISION,HIGH,79.78,True
00:08.5,9,15,NEARBY_COLLISION,HIGH,69.58,True
00:08.5,17,16,NEARBY_COLLISION,HIGH,97.08,True
00:08.5,10,15,COLLISION_WARNING,MEDIUM,28.69,True
00:08.5,15,10,COLLISION_WARNING,MEDIUM,28.69,True
00:08.5,10,11,NEARBY_COLLISION,MEDIUM,92.22,True
00:08.5,10,17,NEARBY_COLLISION,MEDIUM,49.98,True
00:08.5,15,17,NEARBY_COLLISION,MEDIUM,77.31,True
00:08.5,10,9,NEARBY_COLLISION,MEDIUM,42.77,True
00:08.5,15,9,NEARBY_COLLISION,MEDIUM,69.48,True
00:08.5,17,9,COLLISION_WARNING,HIGH,8.39,True
00:08.5,9,17,COLLISION_WARNING,HIGH,8.39,True
00:08.5,17,10,NEARBY_COLLISION,HIGH,49.98,True
00:08.5,9,10,NEARBY_COLLISION,HIGH,42.77,True
00:08.5,17,15,NEARBY_COLLISION,HIGH,77.31,True
00:08.5,9,15,NEARBY_COLLISION,HIGH,69.48,True
00:08.5,17,16,NEARBY_COLLISION,HIGH,97.29,True
00:08.7,10,15,COLLISION_WARNING,MEDIUM,27.82,True
00:08.7,15,10,COLLISION_WARNING,MEDIUM,27.82,True
00:08.7,10,11,NEARBY_COLLISION,MEDIUM,91.40,True
00:08.7,10,17,NEARBY_COLLISION,MEDIUM,48.79,True
00:08.7,15,17,NEARBY_COLLISION,MEDIUM,74.82,True
00:08.7,10,9,NEARBY_COLLISION,MEDIUM,44.02,True
00:08.7,15,9,NEARBY_COLLISION,MEDIUM,69.39,True
00:08.7,17,9,COLLISION_WARNING,HIGH,6.24,True
00:08.7,9,17,COLLISION_WARNING,HIGH,6.24,True
00:08.7,17,10,NEARBY_COLLISION,HIGH,48.79,True
00:08.7,9,10,NEARBY_COLLISION,HIGH,44.02,False
00:08.7,17,15,NEARBY_COLLISION,HIGH,74.82,True
00:08.7,9,15,NEARBY_COLLISION,HIGH,69.39,True
00:08.7,17,16,NEARBY_COLLISION,HIGH,97.57,False
00:08.8,10,15,COLLISION_WARNING,HIGH,26.92,True
00:08.8,15,10,COLLISION_WARNING,HIGH,26.92,True
00:08.8,10,11,NEARBY_COLLISION,HIGH,90.57,True
00:08.8,10,17,NEARBY_COLLISION,HIGH,47.68,True
00:08.8,15,17,NEARBY_COLLISION,HIGH,72.30,True
00:08.8,10,9,NEARBY_COLLISION,HIGH,45.36,True
00:08.8,15,9,NEARBY_COLLISION,HIGH,69.28,True
00:08.8,17,9,COLLISION_WARNING,HIGH,4.35,True
00:08.8,9,17,COLLISION_WARNING,HIGH,4.35,True
00:08.8,17,10,NEARBY_COLLISION,HIGH,47.68,True
00:08.8,9,10,NEARBY_COLLISION,HIGH,45.36,True
00:08.8,17,15,NEARBY_COLLISION,HIGH,72.30,True
00:08.8,9,15,NEARBY_COLLISION,HIGH,69.28,True
00:08.8,17,16,NEARBY_COLLISION,HIGH,97.90,True
00:08.9,10,15,COLLISION_WARNING,HIGH,26.10,True
00:08.9,15,10,COLLISION_WARNING,HIGH,26.10,True
00:08.9,10,11,NEARBY_COLLISION,HIGH,89.73,True
00:08.9,10,17,NEARBY_COLLISION,HIGH,46.58,True
00:08.9,15,17,NEARBY_COLLISION,HIGH,69.77,True
